svg-small,jpeg-medium,jpeg-small,png-small,png-medium,jpeg-large,psd-medium,svg-medium,psd-large,psd-small,png-large,svg-large
0,0,0,0.49,0.64,0.68,0.71,0.75,0.76,0.76,0.76,0.75,0.73
