silesia.tar,misc.tar,large.tar,deepfield.tar,fannie_mae_500k.tar,uiq-32.bin,ambivert.wav.tar,uiq2-8.bin,vmlinux-5.10.tar,enwik8.tar,uiq2-16.bin,artificl.tar,uiq2-4.bin
0,0,0,0.87,0.86,0.86,0.86,0.83,0.84,0.75,0.74,0.67,0.66,0.78
