jpeg-large,png-small,psd-large,psd-small,svg-small,psd-medium,png-medium,png-large,svg-medium,jpeg-medium,jpeg-small,svg-large
0,0,0,0.76,0.74,0.73,0.71,0.7,0.67,0.7,0.71,0.71,0.71
