silesia.tar,uiq-32.bin,large.tar,artificl.tar,uiq2-4.bin,uiq2-16.bin,vmlinux-5.10.tar,misc.tar,ambivert.wav.tar,uiq2-8.bin,deepfield.tar,fannie_mae_500k.tar,enwik8.tar
0,0,0,0.91,0.88,0.8,0.76,0.8,0.83,0.81,0.77,0.78,0.77,0.77
