deepfield.tar,artificl.tar,fannie_mae_500k.tar,uiq2-16.bin,uiq-32.bin,enwik8.tar,silesia.tar,vmlinux-5.10.tar,ambivert.wav.tar,uiq2-8.bin,uiq2-4.bin,large.tar,misc.tar
0,0,0,0.87,0.85,0.87,0.88,0.87,0.87,0.87,0.87,0.86,0.86,0.86
