uiq-32.bin,deepfield.tar,silesia.tar,ambivert.wav.tar,uiq2-4.bin,misc.tar,large.tar,vmlinux-5.10.tar,uiq2-16.bin,uiq2-8.bin,fannie_mae_500k.tar,enwik8.tar,artificl.tar
0,0,0,0.87,0.87,0.88,0.86,0.85,0.85,0.85,0.84,0.84,0.83,0.83
