png-medium,jpeg-small,jpeg-medium,psd-large,svg-small,svg-medium,png-large,psd-small,jpeg-large,svg-large,png-small,psd-medium
0,0,0,0.71,0.45,0.56,0.5,0.39,0.58,0.45,0.52,0.53,0.55
