psd-large,svg-small,svg-medium,jpeg-medium,png-large,jpeg-small,jpeg-large,psd-small,svg-large,psd-medium,png-medium,png-small
0,0,0,0.36,0.34,0.48,0.31,0.51,0.31,0.35,0.31,0.42,0.34
