misc.tar,artificl.tar,uiq-32.bin,uiq2-8.bin,silesia.tar,uiq2-16.bin,fannie_mae_500k.tar,deepfield.tar,large.tar,uiq2-4.bin,ambivert.wav.tar,vmlinux-5.10.tar,enwik8.tar
0,0,0,0.67,0.66,0.57,0.58,0.34,0.45,0.46,0.46,0.35,0.43,0.39
