svg-large,svg-medium,psd-small,psd-large,jpeg-medium,jpeg-small,png-small,jpeg-large,svg-small,png-medium,png-large,psd-medium
0,0,0,0.41,0.53,0.58,0.65,0.64,0.65,0.66,0.66,0.66,0.68
