jpeg-small,png-small,svg-small,png-large,psd-large,jpeg-medium,jpeg-large,svg-large,png-medium,svg-medium,psd-medium,psd-small
0,0,0,0.53,0.66,0.64,0.4,0.49,0.49,0.35,0.4,0.48,0.56
