png-medium,psd-large,jpeg-large,jpeg-medium,svg-small,psd-small,png-small,svg-large,jpeg-small,svg-medium,psd-medium,png-large
0,0,0,0.65,0.55,0.6,0.33,0.36,0.44,0.38,0.47,0.4,0.36
