psd-medium,psd-small,svg-medium,svg-large,svg-small,jpeg-medium,jpeg-small,png-large,psd-large,jpeg-large,png-medium,png-small
0,0,0,0.73,0.67,0.67,0.61,0.64,0.63,0.63,0.66,0.69,0.69
