uiq2-4.bin,enwik8.tar,fannie_mae_500k.tar,misc.tar,uiq-32.bin,uiq2-16.bin,artificl.tar,ambivert.wav.tar,silesia.tar,large.tar,vmlinux-5.10.tar,uiq2-8.bin,deepfield.tar
0,0,0,0.91,0.89,0.82,0.8,0.83,0.79,0.77,0.77,0.79,0.8,0.81
