png-large,svg-medium,svg-large,jpeg-medium,psd-medium,png-small,psd-small,jpeg-small,svg-small,psd-large,jpeg-large,png-medium
0,0,0,0.51,0.6,0.6,0.63,0.61,0.63,0.64,0.65,0.66,0.68
