fannie_mae_500k.tar,deepfield.tar,uiq-32.bin,large.tar,artificl.tar,uiq2-8.bin,enwik8.tar,vmlinux-5.10.tar,silesia.tar,uiq2-4.bin,uiq2-16.bin,misc.tar,ambivert.wav.tar
0,0,0,0.84,0.86,0.85,0.83,0.83,0.83,0.83,0.83,0.83,0.84,0.84
