uiq2-4.bin,large.tar,uiq2-16.bin,uiq2-8.bin,vmlinux-5.10.tar,misc.tar,ambivert.wav.tar,artificl.tar,fannie_mae_500k.tar,deepfield.tar,enwik8.tar,uiq-32.bin,silesia.tar
0,0,0,0.92,0.91,0.9,0.89,0.88,0.87,0.86,0.85,0.84,0.84,0.85
