uiq-32.bin,fannie_mae_500k.tar,uiq2-4.bin,vmlinux-5.10.tar,enwik8.tar,ambivert.wav.tar,silesia.tar,artificl.tar,uiq2-16.bin,misc.tar,deepfield.tar,uiq2-8.bin,large.tar
0,0,0,0.93,0.86,0.84,0.82,0.74,0.7,0.69,0.66,0.67,0.64,0.63
