enwik8.tar,uiq-32.bin,deepfield.tar,vmlinux-5.10.tar,large.tar,fannie_mae_500k.tar,ambivert.wav.tar,misc.tar,uiq2-16.bin,artificl.tar,uiq2-4.bin,silesia.tar,uiq2-8.bin
0,0,0,0.91,0.88,0.84,0.85,0.85,0.84,0.81,0.79,0.76,0.72,0.73
