fannie_mae_500k.tar,uiq2-16.bin,vmlinux-5.10.tar,silesia.tar,uiq-32.bin,misc.tar,artificl.tar,ambivert.wav.tar,enwik8.tar,uiq2-4.bin,uiq2-8.bin,deepfield.tar,large.tar
0,0,0,0.73,0.75,0.76,0.77,0.75,0.74,0.72,0.68,0.7,0.72,0.72
