jpeg-large,png-large,svg-small,svg-medium,psd-large,psd-small,psd-medium,jpeg-medium,svg-large,png-medium,jpeg-small,png-small
0,0,0,0.91,0.8,0.7,0.72,0.74,0.74,0.72,0.71,0.69,0.68
