png-medium,jpeg-medium,png-small,psd-small,svg-small,jpeg-large,png-large,svg-medium,svg-large,psd-medium,jpeg-small,psd-large
0,0,0,0.88,0.79,0.79,0.77,0.73,0.77,0.76,0.75,0.7,0.72
