jpeg-medium,png-medium,svg-large,psd-large,psd-small,psd-medium,svg-medium,svg-small,png-small,jpeg-large,png-large,jpeg-small
0,0,0,0.95,0.73,0.6,0.56,0.56,0.41,0.42,0.46,0.49,0.44
