uiq2-4.bin,uiq2-16.bin,misc.tar,artificl.tar,uiq2-8.bin,uiq-32.bin,silesia.tar,vmlinux-5.10.tar,ambivert.wav.tar,large.tar,fannie_mae_500k.tar,deepfield.tar,enwik8.tar
0,0,0,0.93,0.89,0.82,0.77,0.8,0.82,0.82,0.79,0.74,0.72,0.71
