uiq2-4.bin,uiq2-16.bin,misc.tar,artificl.tar,uiq2-8.bin,uiq-32.bin,silesia.tar,vmlinux-5.10.tar,ambivert.wav.tar,large.tar,fannie_mae_500k.tar,deepfield.tar,enwik8.tar
0,0,0,0.89,0.58,0.69,0.61,0.57,0.45,0.56,0.72,0.52,0.58,0.45
