uiq-32.bin,deepfield.tar,enwik8.tar,misc.tar,artificl.tar,silesia.tar,vmlinux-5.10.tar,ambivert.wav.tar,uiq2-8.bin,fannie_mae_500k.tar,uiq2-4.bin,large.tar,uiq2-16.bin
0,0,0,0.87,0.83,0.79,0.71,0.72,0.75,0.77,0.78,0.78,0.8,0.81
