uiq2-4.bin,ambivert.wav.tar,deepfield.tar,misc.tar,fannie_mae_500k.tar,uiq-32.bin,artificl.tar,uiq2-8.bin,uiq2-16.bin,silesia.tar,vmlinux-5.10.tar,large.tar,enwik8.tar
0,0,0,0.89,0.89,0.82,0.79,0.78,0.76,0.74,0.76,0.77,0.78,0.79
