ambivert.wav.tar,large.tar,silesia.tar,artificl.tar,uiq2-16.bin,enwik8.tar,uiq-32.bin,uiq2-8.bin,fannie_mae_500k.tar,uiq2-4.bin,vmlinux-5.10.tar,misc.tar,deepfield.tar
0,0,0,0.91,0.88,0.76,0.72,0.77,0.79,0.8,0.8,0.8,0.81,0.8
