uiq2-4.bin,silesia.tar,fannie_mae_500k.tar,ambivert.wav.tar,large.tar,uiq2-16.bin,uiq2-8.bin,vmlinux-5.10.tar,artificl.tar,misc.tar,deepfield.tar,uiq-32.bin,enwik8.tar
0,0,0,0.89,0.9,0.89,0.91,0.91,0.9,0.88,0.88,0.78,0.84,0.75
