ambivert.wav.tar,silesia.tar,misc.tar,vmlinux-5.10.tar,uiq-32.bin,large.tar,artificl.tar,enwik8.tar,uiq2-16.bin,fannie_mae_500k.tar,uiq2-8.bin,uiq2-4.bin,deepfield.tar
0,0,0,0.87,0.75,0.63,0.42,0.48,0.56,0.39,0.49,0.59,0.35,0.43
