artificl.tar,large.tar,silesia.tar,fannie_mae_500k.tar,ambivert.wav.tar,vmlinux-5.10.tar,misc.tar,uiq2-8.bin,deepfield.tar,uiq2-4.bin,uiq-32.bin,uiq2-16.bin,enwik8.tar
0,0,0,0.73,0.8,0.84,0.84,0.85,0.82,0.79,0.8,0.81,0.82,0.83
