psd-small,jpeg-medium,psd-medium,png-medium,svg-medium,svg-large,png-small,jpeg-small,png-large,psd-large,svg-small,jpeg-large
0,0,0,0.77,0.72,0.45,0.58,0.52,0.38,0.49,0.44,0.49,0.41
