jpeg-large,svg-small,psd-small,psd-large,jpeg-small,svg-large,png-large,png-small,psd-medium,svg-medium,png-medium,jpeg-medium
0,0,0,0.45,0.47,0.53,0.59,0.59,0.6,0.61,0.62,0.6,0.59
