psd-small,svg-large,jpeg-medium,png-medium,svg-medium,psd-large,png-small,psd-medium,jpeg-small,svg-small,png-large,jpeg-large
0,0,0,0.64,0.67,0.72,0.7,0.66,0.67,0.67,0.67,0.66,0.66
