svg-large,svg-medium,psd-small,psd-large,jpeg-medium,jpeg-small,png-small,jpeg-large,svg-small,png-medium,png-large,psd-medium
0,0,0,0.64,0.58,0.64,0.7,0.7,0.71,0.71,0.7,0.72,0.72
