misc.tar,enwik8.tar,large.tar,fannie_mae_500k.tar,uiq2-4.bin,artificl.tar,uiq2-8.bin,vmlinux-5.10.tar,deepfield.tar,uiq2-16.bin,uiq-32.bin,silesia.tar,ambivert.wav.tar
0,0,0,0.8,0.85,0.86,0.85,0.82,0.82,0.81,0.81,0.81,0.82,0.83
