vmlinux-5.10.tar,fannie_mae_500k.tar,uiq-32.bin,large.tar,uiq2-16.bin,deepfield.tar,misc.tar,silesia.tar,artificl.tar,ambivert.wav.tar,uiq2-4.bin,uiq2-8.bin,enwik8.tar
0,0,0,0.93,0.9,0.89,0.87,0.85,0.84,0.83,0.82,0.81,0.81,0.81
