png-small,psd-small,png-large,jpeg-medium,svg-large,jpeg-large,png-medium,jpeg-small,psd-medium,psd-large,svg-medium,svg-small
0,0,0,0.56,0.56,0.56,0.45,0.59,0.33,0.47,0.41,0.45,0.44
