uiq2-8.bin,vmlinux-5.10.tar,uiq-32.bin,misc.tar,large.tar,uiq2-4.bin,deepfield.tar,enwik8.tar,ambivert.wav.tar,artificl.tar,silesia.tar,fannie_mae_500k.tar,uiq2-16.bin
0,0,0,0.82,0.48,0.55,0.63,0.44,0.62,0.51,0.44,0.48,0.53,0.29
