sintel_trailer_2k_720p24_short.y4m,sd_bridge_close_cif_short.y4m,sd_crew_cif_short.y4m,sd_city_4cif_short.y4m,pedestrian_area_1080p25_short.y4m,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,Johnny_1280x720_60_short.y4m,blue_sky_1080p25_short.y4m,riverbed_1080p25_short.y4m
0,0,0,0.65,0.51,0.47,0.43,0.31,0.34,0.35
