uiq-32.bin,silesia.tar,uiq2-16.bin,uiq2-8.bin,deepfield.tar,misc.tar,vmlinux-5.10.tar,fannie_mae_500k.tar,artificl.tar,ambivert.wav.tar,large.tar,uiq2-4.bin,enwik8.tar
0,0,0,0.84,0.87,0.89,0.87,0.82,0.8,0.8,0.78,0.77,0.77,0.79
