jpeg-small,svg-large,psd-large,svg-medium,jpeg-medium,png-small,png-medium,png-large,psd-small,svg-small,psd-medium,jpeg-large
0,0,0,0.62,0.61,0.65,0.65,0.68,0.69,0.7,0.69,0.7,0.69
