svg-small,jpeg-small,psd-large,jpeg-large,png-medium,psd-medium,psd-small,svg-large,svg-medium,jpeg-medium,png-small,png-large
0,0,0,0.56,0.7,0.76,0.78,0.75,0.74,0.73,0.74,0.74,0.74
