artificl.tar,ambivert.wav.tar,large.tar,silesia.tar,enwik8.tar,uiq2-16.bin,vmlinux-5.10.tar,fannie_mae_500k.tar,uiq-32.bin,misc.tar,uiq2-8.bin,deepfield.tar,uiq2-4.bin
0,0,0,0.53,0.64,0.64,0.32,0.31,0.44,0.45,0.31,0.4,0.51,0.43
