vmlinux-5.10.tar,fannie_mae_500k.tar,uiq-32.bin,large.tar,uiq2-16.bin,deepfield.tar,misc.tar,silesia.tar,artificl.tar,ambivert.wav.tar,uiq2-4.bin,uiq2-8.bin,enwik8.tar
0,0,0,0.9,0.88,0.85,0.86,0.87,0.87,0.86,0.85,0.85,0.86,0.86
