png-medium,psd-medium,jpeg-large,jpeg-medium,png-small,psd-large,psd-small,svg-large,svg-medium,svg-small,jpeg-small,png-large
0,0,0,0.87,0.87,0.86,0.84,0.8,0.77,0.73,0.73,0.69,0.66
