png-medium,png-large,png-small,svg-large,svg-medium,psd-small,jpeg-small,jpeg-medium,psd-medium,svg-small,jpeg-large,psd-large
0,0,0,0.73,0.74,0.69,0.63,0.57,0.47,0.39,0.54,0.53,0.52
