svg-small,psd-medium,jpeg-large,png-medium,psd-small,svg-medium,jpeg-small,psd-large,svg-large,png-large,jpeg-medium,png-small
0,0,0,0.36,0.59,0.66,0.66,0.64,0.63,0.6,0.6,0.58,0.61
