svg-large,psd-small,psd-large,jpeg-small,jpeg-medium,psd-medium,svg-medium,png-large,svg-small,png-small,png-medium,jpeg-large
0,0,0,0.65,0.62,0.54,0.46,0.38,0.4,0.51,0.51,0.45,0.44
