enwik8.tar,uiq2-4.bin,silesia.tar,artificl.tar,uiq-32.bin,deepfield.tar,misc.tar,uiq2-8.bin,fannie_mae_500k.tar,large.tar,uiq2-16.bin,vmlinux-5.10.tar,ambivert.wav.tar
0,0,0,0.93,0.92,0.89,0.87,0.84,0.84,0.83,0.83,0.82,0.82,0.83
