deepfield.tar,enwik8.tar,fannie_mae_500k.tar,uiq2-16.bin,large.tar,uiq2-4.bin,uiq2-8.bin,vmlinux-5.10.tar,uiq-32.bin,misc.tar,artificl.tar,silesia.tar,ambivert.wav.tar
0,0,0,0.76,0.81,0.84,0.84,0.84,0.84,0.84,0.85,0.85,0.85,0.84
