deepfield.tar,uiq2-4.bin,vmlinux-5.10.tar,fannie_mae_500k.tar,enwik8.tar,uiq-32.bin,large.tar,artificl.tar,uiq2-8.bin,misc.tar,ambivert.wav.tar,uiq2-16.bin,silesia.tar
0,0,0,0.76,0.79,0.8,0.77,0.78,0.77,0.72,0.69,0.69,0.64,0.61
