jpeg-small,svg-medium,svg-small,png-small,psd-small,png-medium,psd-large,svg-large,jpeg-medium,jpeg-large,psd-medium,png-large
0,0,0,0.77,0.67,0.62,0.6,0.62,0.64,0.66,0.66,0.67,0.67
