uiq2-8.bin,ambivert.wav.tar,deepfield.tar,fannie_mae_500k.tar,artificl.tar,uiq-32.bin,uiq2-16.bin,misc.tar,enwik8.tar,vmlinux-5.10.tar,silesia.tar,large.tar,uiq2-4.bin
0,0,0,0.71,0.47,0.39,0.58,0.6,0.29,0.3,0.55,0.43,0.55,0.52
