uiq2-16.bin,ambivert.wav.tar,uiq2-4.bin,large.tar,fannie_mae_500k.tar,vmlinux-5.10.tar,uiq2-8.bin,misc.tar,enwik8.tar,deepfield.tar,artificl.tar,silesia.tar,uiq-32.bin
0,0,0,0.87,0.82,0.59,0.41,0.45,0.55,0.57,0.51,0.5,0.54,0.52
