svg-small,png-large,jpeg-medium,svg-large,png-medium,png-small,svg-medium,psd-medium,jpeg-small,psd-small,jpeg-large,psd-large
0,0,0,0.51,0.72,0.73,0.72,0.71,0.72,0.72,0.71,0.7,0.7
