jpeg-medium,png-large,jpeg-small,jpeg-large,svg-large,png-medium,psd-small,svg-medium,svg-small,psd-large,psd-medium,png-small
0,0,0,0.85,0.75,0.6,0.53,0.49,0.5,0.5,0.5,0.61,0.55
