ambivert.wav.tar,large.tar,uiq2-8.bin,misc.tar,enwik8.tar,uiq2-16.bin,artificl.tar,vmlinux-5.10.tar,deepfield.tar,silesia.tar,uiq2-4.bin,uiq-32.bin,fannie_mae_500k.tar
0,0,0,0.85,0.83,0.83,0.72,0.74,0.78,0.73,0.77,0.8,0.84,0.82
