psd-small,svg-medium,jpeg-large,psd-medium,svg-small,png-large,jpeg-small,jpeg-medium,psd-large,svg-large,png-medium,png-small
0,0,0,0.78,0.75,0.77,0.76,0.73,0.74,0.74,0.74,0.73,0.71
