png-medium,psd-medium,png-small,jpeg-small,svg-large,jpeg-medium,svg-medium,jpeg-large,png-large,svg-small,psd-small,psd-large
0,0,0,0.83,0.71,0.72,0.67,0.66,0.65,0.65,0.68,0.68,0.66
