png-small,psd-small,png-large,jpeg-medium,svg-large,jpeg-large,png-medium,jpeg-small,psd-medium,psd-large,svg-medium,svg-small
0,0,0,0.77,0.67,0.72,0.67,0.63,0.67,0.68,0.69,0.7,0.7
