uiq2-16.bin,silesia.tar,uiq2-4.bin,fannie_mae_500k.tar,enwik8.tar,ambivert.wav.tar,large.tar,deepfield.tar,misc.tar,uiq2-8.bin,uiq-32.bin,vmlinux-5.10.tar,artificl.tar
0,0,0,0.93,0.91,0.91,0.9,0.89,0.88,0.87,0.85,0.84,0.84,0.84
