artificl.tar,silesia.tar,uiq2-16.bin,deepfield.tar,uiq2-4.bin,fannie_mae_500k.tar,vmlinux-5.10.tar,ambivert.wav.tar,misc.tar,enwik8.tar,uiq2-8.bin,large.tar,uiq-32.bin
0,0,0,0.42,0.63,0.68,0.72,0.74,0.77,0.77,0.74,0.75,0.76,0.77
