uiq2-4.bin,uiq2-16.bin,ambivert.wav.tar,enwik8.tar,misc.tar,fannie_mae_500k.tar,large.tar,uiq2-8.bin,artificl.tar,silesia.tar,deepfield.tar,vmlinux-5.10.tar,uiq-32.bin
0,0,0,1.0,0.88,0.85,0.79,0.74,0.74,0.76,0.74,0.72,0.74,0.75
